arm,arm_label,group,question_id,object,object_kind,tour_seen,day,weekday,weekend,hour,hour_bin,truth,truth_room,prediction,prediction_room,error_type,p_truth,p_prediction,n_selected_arms_wrong
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0831,pan_shared_1,shared,True,9,Wed,False,18.67,evening 18-24,sink_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0254,0.7028,11
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0829,phone_mara,personal,False,9,Wed,False,18.81,evening 18-24,OUT_OF_HOUSE,out of house,nightstand_b1,bedroom,missed away,0.1818,0.3325,11
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0764,backpack_mara,personal,False,9,Wed,False,19.13,evening 18-24,chair_k1,kitchen,entry_hook_e1,entry,wrong room,0.2297,0.5261,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0778,plate_shared_1,shared,True,9,Wed,False,20.55,evening 18-24,sink_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0373,0.6879,11
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0827,plate_shared_1,shared,True,9,Wed,False,20.80,evening 18-24,sink_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0391,0.6845,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0843,remote_shared_1,shared,True,9,Wed,False,22.61,evening 18-24,couch_l1,living,coffee_table_l1,living,"right room, wrong spot",0.0348,0.8438,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0775,phone_mara,personal,False,9,Wed,False,23.32,evening 18-24,OUT_OF_HOUSE,out of house,nightstand_b1,bedroom,missed away,0.1429,0.3465,11
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0853,lunchbox_mara,personal,True,10,Thu,False,4.71,night 0-6,counter_k1,kitchen,sink_k1,kitchen,"right room, wrong spot",0.2055,0.2902,0
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0893,water_bottle_mara,personal,False,10,Thu,False,4.78,night 0-6,nightstand_b1,bedroom,kitchen_table_k1,kitchen,wrong room,0.2138,0.2719,2
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0924,medication_bottle_mara,personal,True,10,Thu,False,5.01,night 0-6,nightstand_b1,bedroom,bathroom_shelf_ba1,bathroom,wrong room,0.0127,0.7209,2
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0923,phone_mara,personal,False,10,Thu,False,7.89,morning 6-12,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.1398,0.2594,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0905,notebook_mara,personal,False,10,Thu,False,9.21,morning 6-12,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0301,0.7414,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0887,remote_shared_1,shared,True,10,Thu,False,9.32,morning 6-12,couch_l1,living,coffee_table_l1,living,"right room, wrong spot",0.0600,0.8153,1
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0874,pen_mara,personal,True,10,Thu,False,9.75,morning 6-12,kitchen_table_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.1053,0.7125,0
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0903,phone_mara,personal,False,10,Thu,False,10.18,morning 6-12,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.1407,0.2840,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0907,jacket_mara,personal,False,10,Thu,False,11.18,morning 6-12,OUT_OF_HOUSE,out of house,chair_k1,kitchen,missed away,0.0551,0.6606,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0891,keys_mara,personal,False,10,Thu,False,11.22,morning 6-12,OUT_OF_HOUSE,out of house,entry_table_e1,entry,missed away,0.0386,0.5796,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0912,pen_mara,personal,True,10,Thu,False,12.08,afternoon 12-18,kitchen_table_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.1117,0.6881,0
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0852,phone_mara,personal,False,10,Thu,False,12.95,afternoon 12-18,OUT_OF_HOUSE,out of house,nightstand_b1,bedroom,missed away,0.2693,0.3098,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0935,notebook_mara,personal,False,10,Thu,False,14.23,afternoon 12-18,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.2314,0.2567,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0886,keys_mara,personal,False,10,Thu,False,14.37,afternoon 12-18,OUT_OF_HOUSE,out of house,entry_table_e1,entry,missed away,0.0488,0.7193,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0906,backpack_mara,personal,False,10,Thu,False,15.64,afternoon 12-18,chair_k1,kitchen,entry_hook_e1,entry,wrong room,0.3741,0.4001,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0880,headphones_mara,personal,False,10,Thu,False,17.03,afternoon 12-18,bathroom_shelf_ba1,bathroom,kitchen_table_k1,kitchen,wrong room,0.2053,0.4481,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0867,notebook_mara,personal,False,10,Thu,False,18.22,evening 18-24,bathroom_shelf_ba1,bathroom,kitchen_table_k1,kitchen,wrong room,0.1620,0.4824,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0879,jacket_mara,personal,False,10,Thu,False,18.54,evening 18-24,entry_hook_e1,entry,chair_k1,kitchen,wrong room,0.2171,0.2268,2
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0913,charger_mara,personal,False,10,Thu,False,22.07,evening 18-24,entry_hook_e1,entry,kitchen_table_k1,kitchen,wrong room,0.1771,0.5079,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0899,headphones_mara,personal,False,10,Thu,False,22.98,evening 18-24,bathroom_shelf_ba1,bathroom,kitchen_table_k1,kitchen,wrong room,0.2116,0.4926,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0861,charger_mara,personal,False,10,Thu,False,23.38,evening 18-24,entry_hook_e1,entry,kitchen_table_k1,kitchen,wrong room,0.1847,0.5296,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0969,medication_bottle_mara,personal,True,11,Fri,False,6.96,morning 6-12,counter_k1,kitchen,bathroom_shelf_ba1,bathroom,wrong room,0.0477,0.8013,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0980,pan_shared_1,shared,True,11,Fri,False,7.07,morning 6-12,counter_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0640,0.7218,3
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0964,pan_shared_1,shared,True,11,Fri,False,8.09,morning 6-12,counter_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0657,0.7117,4
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1024,headphones_mara,personal,False,11,Fri,False,8.50,morning 6-12,bathroom_shelf_ba1,bathroom,kitchen_table_k1,kitchen,wrong room,0.2249,0.4875,0
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0984,phone_mara,personal,False,11,Fri,False,10.10,morning 6-12,nightstand_b1,bedroom,bathroom_shelf_ba1,bathroom,wrong room,0.1321,0.6109,1
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1018,charger_mara,personal,False,11,Fri,False,14.05,afternoon 12-18,cupboard_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.0037,0.3053,11
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0994,remote_shared_1,shared,True,11,Fri,False,14.68,afternoon 12-18,coffee_table_l1,living,couch_l1,living,"right room, wrong spot",0.1858,0.6418,4
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0995,notebook_mara,personal,False,11,Fri,False,15.62,afternoon 12-18,coffee_table_l1,living,kitchen_table_k1,kitchen,wrong room,0.0151,0.7544,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1012,remote_shared_1,shared,True,11,Fri,False,16.07,afternoon 12-18,coffee_table_l1,living,couch_l1,living,"right room, wrong spot",0.2050,0.6171,4
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0974,headphones_mara,personal,False,11,Fri,False,16.33,afternoon 12-18,bathroom_shelf_ba1,bathroom,kitchen_table_k1,kitchen,wrong room,0.3258,0.3709,1
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0977,charger_mara,personal,False,11,Fri,False,16.35,afternoon 12-18,cupboard_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.0062,0.4000,11
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0990,medication_bottle_mara,personal,True,11,Fri,False,16.35,afternoon 12-18,bathroom_shelf_ba1,bathroom,counter_k1,kitchen,wrong room,0.2050,0.4577,0
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0954,plate_shared_1,shared,True,11,Fri,False,17.08,afternoon 12-18,kitchen_table_k1,kitchen,sink_k1,kitchen,"right room, wrong spot",0.1142,0.6734,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0957,charger_mara,personal,False,11,Fri,False,17.18,afternoon 12-18,cupboard_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.0071,0.4294,11
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1015,medication_bottle_mara,personal,True,11,Fri,False,17.65,afternoon 12-18,bathroom_shelf_ba1,bathroom,counter_k1,kitchen,wrong room,0.2467,0.5091,0
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0947,notebook_mara,personal,False,11,Fri,False,17.97,afternoon 12-18,coffee_table_l1,living,kitchen_table_k1,kitchen,wrong room,0.0157,0.7744,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q0976,glasses_mara,personal,False,11,Fri,False,18.50,evening 18-24,nightstand_b1,bedroom,kitchen_table_k1,kitchen,wrong room,0.1815,0.5193,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1112,backpack_mara,personal,False,12,Sat,True,11.90,morning 6-12,entry_hook_e1,entry,chair_k1,kitchen,wrong room,0.2483,0.5604,5
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1097,pot_shared_1,shared,True,12,Sat,True,13.03,afternoon 12-18,cupboard_k1,kitchen,sink_k1,kitchen,"right room, wrong spot",0.0123,0.8055,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1040,plate_shared_2,shared,True,12,Sat,True,13.66,afternoon 12-18,sink_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.0403,0.6820,6
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1066,backpack_mara,personal,False,12,Sat,True,14.27,afternoon 12-18,entry_hook_e1,entry,chair_k1,kitchen,wrong room,0.3418,0.4329,2
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1038,plate_shared_1,shared,True,12,Sat,True,14.35,afternoon 12-18,dish_rack_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0289,0.6519,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1118,pen_mara,personal,True,12,Sat,True,14.73,afternoon 12-18,kitchen_table_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.0527,0.7373,7
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1035,pot_shared_1,shared,True,12,Sat,True,14.89,afternoon 12-18,cupboard_k1,kitchen,sink_k1,kitchen,"right room, wrong spot",0.0162,0.8249,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1037,glasses_mara,personal,False,12,Sat,True,18.04,evening 18-24,nightstand_b1,bedroom,kitchen_table_k1,kitchen,wrong room,0.3118,0.4094,8
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1039,remote_shared_1,shared,True,12,Sat,True,19.38,evening 18-24,couch_l1,living,coffee_table_l1,living,"right room, wrong spot",0.1908,0.6927,5
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1076,pan_shared_1,shared,True,12,Sat,True,19.48,evening 18-24,kitchen_table_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.1776,0.5744,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1062,notebook_mara,personal,False,12,Sat,True,20.08,evening 18-24,coffee_table_l1,living,kitchen_table_k1,kitchen,wrong room,0.2678,0.3860,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1096,glasses_mara,personal,False,12,Sat,True,21.64,evening 18-24,nightstand_b1,bedroom,kitchen_table_k1,kitchen,wrong room,0.3478,0.4566,8
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1082,hairbrush_mara,personal,True,12,Sat,True,21.65,evening 18-24,towel_rack_ba1,bathroom,bathroom_shelf_ba1,bathroom,"right room, wrong spot",0.0039,0.8562,11
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1067,notebook_mara,personal,False,12,Sat,True,22.06,evening 18-24,coffee_table_l1,living,kitchen_table_k1,kitchen,wrong room,0.2665,0.3841,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1098,pen_mara,personal,True,12,Sat,True,22.24,evening 18-24,kitchen_table_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.0956,0.7335,7
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1033,pen_mara,personal,True,12,Sat,True,22.30,evening 18-24,kitchen_table_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.0956,0.7307,7
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1102,hairbrush_mara,personal,True,12,Sat,True,23.27,evening 18-24,towel_rack_ba1,bathroom,bathroom_shelf_ba1,bathroom,"right room, wrong spot",0.0046,0.9229,11
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1206,plate_shared_2,shared,True,13,Sun,True,10.86,morning 6-12,kitchen_table_k1,kitchen,sink_k1,kitchen,"right room, wrong spot",0.0780,0.4339,5
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1133,keys_mara,personal,False,13,Sun,True,12.09,afternoon 12-18,OUT_OF_HOUSE,out of house,entry_table_e1,entry,missed away,0.0250,0.7144,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1180,plate_shared_1,shared,True,13,Sun,True,12.47,afternoon 12-18,dish_rack_k1,kitchen,sink_k1,kitchen,"right room, wrong spot",0.0406,0.5769,2
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1126,plate_shared_1,shared,True,13,Sun,True,14.58,afternoon 12-18,dish_rack_k1,kitchen,sink_k1,kitchen,"right room, wrong spot",0.0467,0.5931,2
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1177,glasses_mara,personal,False,13,Sun,True,15.62,afternoon 12-18,coffee_table_l1,living,kitchen_table_k1,kitchen,wrong room,0.0440,0.5218,2
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1191,mug_mara,personal,True,13,Sun,True,17.02,afternoon 12-18,couch_l1,living,kitchen_table_k1,kitchen,wrong room,0.1493,0.2653,8
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1140,towel_mara,personal,True,13,Sun,True,17.59,afternoon 12-18,bedroom_floor_b1,bedroom,towel_rack_ba1,bathroom,wrong room,0.1996,0.6358,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1129,pot_shared_1,shared,True,13,Sun,True,18.10,evening 18-24,dish_rack_k1,kitchen,sink_k1,kitchen,"right room, wrong spot",0.0097,0.4899,8
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1151,wallet_mara,personal,False,13,Sun,True,18.69,evening 18-24,entry_table_e1,entry,towel_rack_ba1,bathroom,wrong room,0.3482,0.3623,7
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1137,plate_shared_2,shared,True,13,Sun,True,19.12,evening 18-24,kitchen_table_k1,kitchen,sink_k1,kitchen,"right room, wrong spot",0.1189,0.4440,8
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1196,towel_mara,personal,True,13,Sun,True,19.12,evening 18-24,bedroom_floor_b1,bedroom,towel_rack_ba1,bathroom,wrong room,0.1989,0.6319,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1135,hairbrush_mara,personal,True,13,Sun,True,19.29,evening 18-24,towel_rack_ba1,bathroom,bathroom_shelf_ba1,bathroom,"right room, wrong spot",0.3441,0.3867,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1207,plate_shared_1,shared,True,13,Sun,True,19.60,evening 18-24,kitchen_table_k1,kitchen,sink_k1,kitchen,"right room, wrong spot",0.2282,0.5892,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1171,jacket_mara,personal,False,13,Sun,True,20.14,evening 18-24,armchair_l1,living,entry_hook_e1,entry,wrong room,0.2129,0.6234,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1210,glasses_mara,personal,False,13,Sun,True,20.26,evening 18-24,coffee_table_l1,living,nightstand_b1,bedroom,wrong room,0.3333,0.4324,8
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1149,glasses_mara,personal,False,13,Sun,True,20.36,evening 18-24,coffee_table_l1,living,nightstand_b1,bedroom,wrong room,0.3325,0.4314,8
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1182,towel_mara,personal,True,13,Sun,True,20.70,evening 18-24,bedroom_floor_b1,bedroom,towel_rack_ba1,bathroom,wrong room,0.2143,0.6806,8
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1193,wallet_mara,personal,False,13,Sun,True,21.03,evening 18-24,entry_table_e1,entry,towel_rack_ba1,bathroom,wrong room,0.4400,0.4578,7
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1222,jacket_mara,personal,False,14,Mon,False,7.12,morning 6-12,OUT_OF_HOUSE,out of house,armchair_l1,living,missed away,0.0683,0.4790,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1249,towel_mara,personal,True,14,Mon,False,7.59,morning 6-12,towel_rack_ba1,bathroom,bedroom_floor_b1,bedroom,wrong room,0.3307,0.4492,0
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1213,mug_mara,personal,True,14,Mon,False,7.64,morning 6-12,counter_k1,kitchen,couch_l1,living,wrong room,0.1409,0.3209,1
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1228,water_bottle_mara,personal,False,14,Mon,False,8.89,morning 6-12,OUT_OF_HOUSE,out of house,nightstand_b1,bedroom,missed away,0.0324,0.7550,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1262,glasses_mara,personal,False,14,Mon,False,8.90,morning 6-12,OUT_OF_HOUSE,out of house,nightstand_b1,bedroom,missed away,0.0384,0.3647,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1267,pan_shared_1,shared,True,14,Mon,False,9.56,morning 6-12,kitchen_table_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.1881,0.5957,2
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1219,phone_mara,personal,False,14,Mon,False,9.67,morning 6-12,OUT_OF_HOUSE,out of house,bathroom_shelf_ba1,bathroom,missed away,0.1809,0.1887,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1270,book_mara,personal,True,14,Mon,False,9.79,morning 6-12,coffee_table_l1,living,couch_l1,living,"right room, wrong spot",0.3258,0.4352,5
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1269,jacket_mara,personal,False,14,Mon,False,10.29,morning 6-12,OUT_OF_HOUSE,out of house,armchair_l1,living,missed away,0.0663,0.4524,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1245,book_mara,personal,True,14,Mon,False,11.81,morning 6-12,coffee_table_l1,living,couch_l1,living,"right room, wrong spot",0.3033,0.4413,6
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1244,wallet_mara,personal,False,14,Mon,False,11.99,morning 6-12,OUT_OF_HOUSE,out of house,entry_table_e1,entry,missed away,0.0236,0.4267,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1279,wallet_mara,personal,False,14,Mon,False,12.45,afternoon 12-18,OUT_OF_HOUSE,out of house,entry_table_e1,entry,missed away,0.0236,0.4261,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1224,plate_shared_2,shared,True,14,Mon,False,13.07,afternoon 12-18,sink_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.1475,0.4742,3
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1274,pot_shared_1,shared,True,14,Mon,False,13.19,afternoon 12-18,dish_rack_k1,kitchen,sink_k1,kitchen,"right room, wrong spot",0.3154,0.4111,1
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1298,charger_mara,personal,False,14,Mon,False,14.46,afternoon 12-18,OUT_OF_HOUSE,out of house,cupboard_k1,kitchen,missed away,0.0383,0.6092,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1240,pot_shared_1,shared,True,14,Mon,False,14.97,afternoon 12-18,dish_rack_k1,kitchen,sink_k1,kitchen,"right room, wrong spot",0.2971,0.4167,1
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1301,mug_mara,personal,True,14,Mon,False,15.61,afternoon 12-18,counter_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.2454,0.2932,4
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1297,plate_shared_1,shared,True,14,Mon,False,17.83,afternoon 12-18,sink_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0231,0.7223,11
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1248,mug_mara,personal,True,14,Mon,False,20.22,evening 18-24,couch_l1,living,counter_k1,kitchen,wrong room,0.1870,0.4895,11
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1243,hairbrush_mara,personal,True,14,Mon,False,20.58,evening 18-24,towel_rack_ba1,bathroom,bathroom_shelf_ba1,bathroom,"right room, wrong spot",0.0059,0.7525,11
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1255,hairbrush_mara,personal,True,14,Mon,False,21.59,evening 18-24,towel_rack_ba1,bathroom,bathroom_shelf_ba1,bathroom,"right room, wrong spot",0.0091,0.7486,11
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1231,glasses_mara,personal,False,14,Mon,False,23.18,evening 18-24,kitchen_table_k1,kitchen,nightstand_b1,bedroom,wrong room,0.2183,0.2855,5
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1266,water_bottle_mara,personal,False,14,Mon,False,23.56,evening 18-24,kitchen_table_k1,kitchen,nightstand_b1,bedroom,wrong room,0.0460,0.5913,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1263,phone_mara,personal,False,14,Mon,False,23.86,evening 18-24,OUT_OF_HOUSE,out of house,nightstand_b1,bedroom,missed away,0.1036,0.5749,11
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1362,water_bottle_mara,personal,False,15,Tue,False,0.30,night 0-6,kitchen_table_k1,kitchen,nightstand_b1,bedroom,wrong room,0.0473,0.5838,5
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1322,headphones_mara,personal,False,15,Tue,False,0.51,night 0-6,entry_hook_e1,entry,kitchen_table_k1,kitchen,wrong room,0.1749,0.3099,0
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1323,plate_shared_1,shared,True,15,Tue,False,4.61,night 0-6,sink_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.1108,0.6600,1
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1302,pan_shared_1,shared,True,15,Tue,False,4.93,night 0-6,sink_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0336,0.6168,1
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1305,jacket_mara,personal,False,15,Tue,False,6.09,morning 6-12,chair_k1,kitchen,entry_hook_e1,entry,wrong room,0.1300,0.2939,2
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1355,mug_mara,personal,True,15,Tue,False,7.28,morning 6-12,kitchen_table_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.1085,0.4556,0
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1344,pen_mara,personal,True,15,Tue,False,7.47,morning 6-12,kitchen_table_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.1690,0.6348,2
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1316,laptop_mara,personal,False,15,Tue,False,8.30,morning 6-12,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0646,0.6695,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1327,phone_mara,personal,False,15,Tue,False,8.58,morning 6-12,OUT_OF_HOUSE,out of house,nightstand_b1,bedroom,missed away,0.1381,0.1665,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1336,charger_mara,personal,False,15,Tue,False,8.77,morning 6-12,OUT_OF_HOUSE,out of house,cupboard_k1,kitchen,missed away,0.0663,0.3550,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1379,pan_shared_1,shared,True,15,Tue,False,10.27,morning 6-12,counter_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.1907,0.6504,3
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1343,pan_shared_1,shared,True,15,Tue,False,11.60,morning 6-12,counter_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.1964,0.6358,5
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1345,plate_shared_1,shared,True,15,Tue,False,11.75,morning 6-12,sink_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.1643,0.6772,1
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1368,wallet_mara,personal,False,15,Tue,False,14.01,afternoon 12-18,OUT_OF_HOUSE,out of house,entry_table_e1,entry,missed away,0.0298,0.6156,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1387,glasses_mara,personal,False,15,Tue,False,14.52,afternoon 12-18,OUT_OF_HOUSE,out of house,nightstand_b1,bedroom,missed away,0.1613,0.2758,9
